"samplearea_id","x-koord","y-koord","lon","lat","year","route_length","median_elevation","n_visits","n_recorded_species"
268,"2725500","1182500","9.08215883922678","46.78184626768944",1999,4444,1550,3,"27"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2000,4444,1550,3,"25"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2001,4444,1550,3,"30"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2002,4444,1550,3,"31"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2003,4444,1550,3,"29"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2004,4444,1550,3,"29"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2005,4444,1550,3,"38"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2006,4444,1550,3,"27"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2007,4444,1550,3,"29"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2008,4444,1550,3,"39"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2009,4444,1550,3,"30"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2010,4444,1550,3,"37"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2011,4444,1550,3,"44"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2012,4444,1550,3,"36"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2013,4444,1550,3,"37"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2014,4444,1550,3,"33"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2015,4444,1550,3,"35"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2016,4444,1550,3,"34"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2017,4444,1550,3,"42"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2018,4444,1550,3,"31"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2019,4444,1550,3,"42"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2020,4444,1550,3,"33"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2021,4444,1550,3,"37"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2022,4444,1550,3,"31"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2023,4444,1550,3,"32"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2024,4444,1550,3,"33"
268,"2725500","1182500","9.08215883922678","46.78184626768944",2025,4444,1550,3,"42"
269,"2497500","1118500","6.11045818981122","46.21012758376561",1999,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2000,6232,450,3,"28"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2001,6232,450,3,"32"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2002,6232,450,3,"28"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2003,6232,450,3,"30"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2004,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2005,6232,450,3,"26"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2006,6232,450,3,"28"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2007,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2008,6232,450,3,"31"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2009,6232,450,3,"37"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2010,6232,450,3,"30"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2011,6232,450,3,"27"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2012,6232,450,3,"28"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2013,6232,450,3,"27"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2014,6232,450,3,"30"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2015,6232,450,3,"26"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2016,6232,450,3,"30"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2017,6232,450,3,"27"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2018,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2019,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2020,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2021,6232,450,3,"26"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2022,6232,450,3,"29"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2023,6232,450,3,"28"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2024,6232,450,3,"25"
269,"2497500","1118500","6.11045818981122","46.21012758376561",2025,6232,450,3,"27"
270,"2725500","1214500","9.09098377353426","47.069629298517235",1999,4081,1350,3,"37"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2000,4081,1350,3,"37"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2001,4081,1350,3,"42"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2002,4081,1350,3,"46"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2003,4081,1350,3,"42"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2004,4081,1350,3,"41"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2005,4081,1350,3,"40"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2006,4081,1350,3,"41"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2007,4081,1350,3,"40"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2008,4081,1350,3,"42"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2009,4081,1350,3,"40"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2010,4081,1350,3,"45"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2011,4081,1350,3,"42"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2012,4081,1350,3,"41"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2013,4081,1350,3,"44"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2014,4081,1350,3,"40"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2015,4081,1350,3,"36"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2016,4081,1350,3,"34"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2017,4081,1350,3,"37"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2018,4081,1350,3,"36"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2019,4081,1350,3,"39"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2020,4081,1350,3,"43"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2021,4081,1350,3,"45"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2022,4081,1350,3,"41"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2023,4081,1350,3,"42"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2024,4081,1350,3,"44"
270,"2725500","1214500","9.09098377353426","47.069629298517235",2025,4081,1350,3,"43"
271,"2503500","1134500","6.184874430439903","46.35492740208998",1999,4483,450,3,"38"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2000,4483,450,3,"32"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2001,4483,450,3,"34"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2002,4483,450,3,"32"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2003,4483,450,3,"37"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2004,4483,450,3,"37"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2005,4483,450,3,"34"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2006,4483,450,3,"34"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2007,4483,450,3,"33"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2008,4483,450,3,"33"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2009,4483,450,3,"33"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2010,4483,450,3,"37"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2011,4483,450,3,"32"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2012,4483,450,3,"34"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2013,4483,450,3,"31"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2014,4483,450,3,"32"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2015,4483,450,3,"32"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2016,4483,450,3,"33"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2017,4483,450,3,"36"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2018,4483,450,3,"35"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2019,4483,450,3,"36"
271,"2503500","1134500","6.184874430439903","46.35492740208998",2020,4483,450,3,"54"
